Location,Date,Division,Grade,Paper_Cost,Pounds,Tons,Units,Check_Num,Receipt,Invoice,Notes,Filename
Fort Gillem,2018-04-16,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-55.46,0,0.0,0,204410,149767,2844701,,
Fort Gillem,2018-04-16,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-35.27,0,0.0,0,204410,149772,2844706,,
Fort Gillem,2018-04-16,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-23.45,0,0.0,0,204410,149773,2844707,,
Fort Gillem,2018-04-16,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-22.22,0,0.0,0,204410,149797,2850504,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-34.98,0,0.0,0,204410,149752,AU04180720,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-58.93,0,0.0,0,204410,149774,2844708,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-8.16,0,0.0,0,204410,149775,2844709,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-27.73,0,0.0,0,204410,149798,2850505,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-28.55,0,0.0,0,204410,149799,2850506,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-27.13,0,0.0,0,204410,149800,AU04180948,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-17.76,0,0.0,0,204410,149859,AU04180718,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-16.11,0,0.0,0,204410,149860,AU04180719,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-22.28,0,0.0,0,204410,149863,AU04180861,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-34.72,0,0.0,0,204410,149864,AU04180862,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-22.84,0,0.0,0,204410,149919,2850507,,
Fort Gillem,2018-04-17,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-10.81,0,0.0,0,204410,149920,2850508,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-43.13,0,0.0,0,204410,149867,AU04180865,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-37.88,0,0.0,0,204410,149870,AU04180946,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-21.9,0,0.0,0,204410,149871,AU04180947,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-26.72,0,0.0,0,204410,149872,AU04180949,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-20.59,0,0.0,0,204410,149921,2850509,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-59.95,0,0.0,0,204410,149922,2850510,,
Fort Gillem,2018-04-18,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-46.49,0,0.0,0,204410,149924,2850512,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-28.95,0,0.0,0,204410,149923,2850511,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-44.25,0,0.0,0,204410,149925,2850513,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-25.89,0,0.0,0,204410,149926,2850514,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-40.17,0,0.0,0,204410,149927,2850516,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-28.95,0,0.0,0,204410,149931,2850520,,
Fort Gillem,2018-04-19,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-34.71,0,0.0,0,204410,149940,AU04180952,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-63.5,0,0.0,0,204410,149873,AU04180951,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-23.65,0,0.0,0,204410,149928,2850517,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-35.68,0,0.0,0,204410,149929,2850518,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-24.47,0,0.0,0,204410,149935,2850527,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-49.03,0,0.0,0,204410,149941,AU04180953,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-15.15,0,0.0,0,204410,149942,AU04180954,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-17.15,0,0.0,0,204410,149959,AU04181062,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-21.95,0,0.0,0,204410,149960,AU04181063,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-16.55,0,0.0,0,204410,149961,AU04181064,,
Fort Gillem,2018-04-20,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-26.88,0,0.0,0,204410,150221,AU04181133,,
Fort Gillem,2018-04-21,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-39.76,0,0.0,0,204410,149930,2850519,,
Fort Gillem,2018-04-21,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-27.12,0,0.0,0,204410,149932,2850524,,
Fort Gillem,2018-04-21,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-40.37,0,0.0,0,204410,149933,2850525,,
Fort Gillem,2018-04-22,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-18.15,0,0.0,0,204410,149938,2850530,,
Fort Gillem,2018-04-22,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-16.54,0,0.0,0,204410,150222,AU04181134,,
Fort Gillem,2018-04-22,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-22.88,0,0.0,0,204410,150223,AU04181135,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-22.45,0,0.0,0,204410,149855,AU04180708,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-29.16,0,0.0,0,204410,149934,2850526,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-14.48,0,0.0,0,204410,149936,2850528,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-41.19,0,0.0,0,204410,149939,2850531,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-17.33,0,0.0,0,204410,149964,2856827,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-18.76,0,0.0,0,204410,149965,2856828,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-68.71,0,0.0,0,204410,149966,2856829,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-29.09,0,0.0,0,204410,150220,AU04181132,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-20.68,0,0.0,0,204410,150225,AU04181137,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-23.71,0,0.0,0,204410,150226,AU04181138,,
Fort Gillem,2018-04-23,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-18.06,0,0.0,0,204410,150227,AU04181139,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-23.04,0,0.0,0,204410,149937,2850529,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-23.39,0,0.0,0,204410,149962,AU04181065,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-7.95,0,0.0,0,204410,149967,2856831,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-25.69,0,0.0,0,204410,149968,2856832,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-19.98,0,0.0,0,204410,150189,2856833,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-17.78,0,0.0,0,204410,150230,AU04181142,,
Fort Gillem,2018-04-24,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-18.47,0,0.0,0,204410,150232,AU04181144,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-47.71,0,0.0,0,204410,150190,2856834,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-58.31,0,0.0,0,204410,150191,2856835,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-28.75,0,0.0,0,204410,150193,2856839,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-2.45,0,0.0,0,204410,150194,2856840,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-31.6,0,0.0,0,204410,150196,2856842,,
Fort Gillem,2018-04-25,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-29.36,0,0.0,0,204410,150197,2856843,,
Fort Gillem,2018-04-26,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-8.16,0,0.0,0,204410,150192,2856837,,
Fort Gillem,2018-04-26,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-43.23,0,0.0,0,204410,150195,2856841,,
Fort Gillem,2018-04-27,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-19.99,0,0.0,0,204410,150238,AU04181150,,
Fort Gillem,2018-04-28,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-16.94,0,0.0,0,204410,150153,AU04180707,,
Fort Gillem,2018-04-30,11,[ 902 ]  LIGHT LOAD/FRT IN CHARGEBACK,-16.43,0,0.0,0,204410,150188,AU04181066,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,94.62,7570,3.785,27,204410,300111017,,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,112.87,9030,4.515,27,204410,300110930,,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,130.5,10440,5.22,30,204410,300110735,,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,123.75,9900,4.95,28,204410,300110927,,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,110.5,8840,4.42,28,204410,300110928,,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,149.25,11940,5.97,28,204410,300110929,,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,107.25,8580,4.29,32,204410,300110931,,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,104.25,8340,4.17,30,204410,300111018,,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,138.5,11080,5.54,28,204410,300111019,,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,109.25,8740,4.37,28,204410,300111020,,,
Fort Gillem,2018-04-30,11,[ 11 ]  OLD CORRUGATED CONTAINERS,132.5,10600,5.3,28,204410,300111022,,,
Fort Gillem,2018-04-30,11,[ 11 ]  OLD CORRUGATED CONTAINERS,103.75,8300,4.15,30,204410,300111023,,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1830.04,32205,16.1025,0,204410,149864,AU04180862,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1935.45,34060,17.03,0,204410,149800,AU04180948,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1870.67,32920,16.46,0,204410,149752,AU04180720,,
Fort Gillem,2018-04-30,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2003.64,35260,17.63,0,204410,150188,AU04181066,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2026.37,35660,17.83,0,204410,149860,AU04180719,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1938.86,34120,17.06,0,204410,149872,AU04180949,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2007.05,35320,17.66,0,204410,150232,AU04181144,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1919.54,33780,16.89,0,204410,150220,AU04181132,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2052.51,36120,18.06,0,204410,150234,AU04181146,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2010.46,35380,17.69,0,204410,150227,AU04181139,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2321.86,40860,20.43,0,204410,149945,AU04180958,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2078.65,36580,18.29,0,204410,149868,AU04180867,,
Fort Gillem,2018-04-21,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2101.38,36980,18.49,0,204410,149944,AU04180957,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2059.33,36240,18.12,0,204410,149963,AU04181067,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2104.79,37040,18.52,0,204410,149858,AU04180717,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1994.55,35100,17.55,0,204410,150238,AU04181150,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2150.25,37840,18.92,0,204410,149753,AU04180722,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2040.01,35900,17.95,0,204410,149751,AU04180715,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1754.75,30880,15.44,0,204410,149941,AU04180953,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1978.64,34820,17.41,0,204410,149871,AU04180947,,
Fort Gillem,2018-04-30,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2202.53,38760,19.38,0,204410,150301,AU04181253,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2137.75,37620,18.81,0,204410,149866,AU04180864,,
Fort Gillem,2018-04-22,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2384.37,41960,20.98,0,204410,149947,AU04180960,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2050.24,36080,18.04,0,204410,149943,AU04180956,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2072.97,36480,18.24,0,204410,149747,AU04180711,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2251.4,39620,19.81,0,204410,149748,AU04180712,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2141.16,37680,18.84,0,204410,149746,AU04180709,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2030.92,35740,17.87,0,204410,149865,AU04180863,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2138.66,37636,18.817999999999998,0,204410,149739,AU04180699,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2167.3,38140,19.07,0,204410,150303,AU04181260,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1988.87,35000,17.5,0,204410,150225,AU04181137,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1988.87,35000,17.5,0,204410,150242,AU04181154,,
Fort Gillem,2018-04-28,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2190.03,38540,19.27,0,204410,150240,AU04181152,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2212.76,38940,19.47,0,204410,150247,AU04181160,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2436.65,42880,21.44,0,204410,150302,AU04181259,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2034.33,35800,17.9,0,204410,149942,AU04180954,,
Fort Gillem,2018-04-28,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2170.71,38200,19.1,0,204410,150241,AU04181153,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2261.63,39800,19.9,0,204410,150229,AU04181141,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2284.36,40200,20.1,0,204410,150239,AU04181151,,
Fort Gillem,2018-04-21,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2060.47,36260,18.13,0,204410,150219,AU04181131,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1635.42,28780,14.39,0,204410,149873,AU04180951,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2128.66,37460,18.73,0,204410,149926,2850514,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2355.96,41460,20.73,0,204410,150237,AU04181149,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2109.34,37120,18.56,0,204410,150197,2856843,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2492.34,43860,21.93,0,204410,150246,AU04181158,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2112.75,37180,18.59,0,204410,150193,2856839,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2112.75,37180,18.59,0,204410,150192,2856837,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2158.21,37980,18.99,0,204410,149921,2850509,,
Fort Gillem,2018-04-27,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2158.21,37980,18.99,0,204410,150160,AU04180950,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2002.51,35240,17.62,0,204410,149961,AU04181064,,
Fort Gillem,2018-04-21,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2047.97,36040,18.02,0,204410,149933,2850525,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2453.7,43180,21.59,0,204410,150224,AU04181136,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2161.62,38040,19.02,0,204410,150189,2856833,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2184.35,38440,19.22,0,204410,149861,AU04180721,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2207.08,38840,19.42,0,204410,150228,AU04181140,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1846.81,32500,16.25,0,204410,149870,AU04180946,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1937.73,34100,17.05,0,204410,150221,AU04181133,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1937.73,34100,17.05,0,204410,149962,AU04181065,,
Fort Gillem,2018-04-21,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2051.38,36100,18.05,0,204410,149930,2850519,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2074.11,36500,18.25,0,204410,149929,2850518,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2074.11,36500,18.25,0,204410,150236,AU04181148,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2096.84,36900,18.45,0,204410,150231,AU04181143,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2096.84,36900,18.45,0,204410,150196,2856842,,
Fort Gillem,2018-04-30,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2119.57,37300,18.65,0,204410,150243,AU04181155,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2142.3,37700,18.85,0,204410,149773,2844707,,
Fort Gillem,2018-04-22,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2324.14,40900,20.45,0,204410,149946,AU04180959,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1872.95,32960,16.48,0,204410,149940,AU04180952,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1963.87,34560,17.28,0,204410,149767,2844701,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1963.87,34560,17.28,0,204410,150226,AU04181138,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2032.06,35760,17.88,0,204410,150195,2856841,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2145.71,37760,18.88,0,204410,149919,2850507,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2168.44,38160,19.08,0,204410,149965,2856828,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2236.63,39360,19.68,0,204410,149856,AU04180710,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2259.36,39760,19.88,0,204410,150194,2856840,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2282.09,40160,20.08,0,204410,149857,AU04180716,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2327.55,40960,20.48,0,204410,150233,AU04181145,,
Fort Gillem,2018-04-29,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2463.93,43360,21.68,0,204410,150245,AU04181157,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1944.55,34220,17.11,0,204410,149774,2844708,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2012.74,35420,17.71,0,204410,149859,AU04180718,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2012.74,35420,17.71,0,204410,150230,AU04181142,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1947.96,34280,17.14,0,204410,149863,AU04180861,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1947.96,34280,17.14,0,204410,150191,2856835,,
Fort Gillem,2018-04-22,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1970.69,34680,17.34,0,204410,150223,AU04181135,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2038.88,35880,17.94,0,204410,150244,AU04181156,,
Fort Gillem,2018-04-24,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2129.8,37480,18.74,0,204410,149968,2856832,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1951.37,34340,17.17,0,204410,149960,AU04181063,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1974.1,34740,17.37,0,204410,149855,AU04180708,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1996.83,35140,17.57,0,204410,149959,AU04181062,,
Fort Gillem,2018-04-28,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2019.56,35540,17.77,0,204410,150153,AU04180707,,
Fort Gillem,2018-04-26,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2065.02,36340,18.17,0,204410,150300,AU04181251,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2110.48,37140,18.57,0,204410,149934,2850526,,
Fort Gillem,2018-04-16,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2273.0,40000,20.0,0,204410,149797,2850504,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2227.54,39200,19.6,0,204410,149775,2844709,,
Fort Gillem,2018-04-17,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2113.89,37200,18.6,0,204410,149799,2850506,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1750.21,30800,15.4,0,204410,149867,AU04180865,,
Fort Gillem,2018-04-20,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2136.62,37600,18.8,0,204410,149935,2850527,,
Fort Gillem,2018-04-22,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2273.0,40000,20.0,0,204410,149938,2850530,,
Fort Gillem,2018-04-22,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2022.97,35600,17.8,0,204410,150222,AU04181134,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2295.73,40400,20.2,0,204410,150235,AU04181147,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2049.11,36060,18.03,0,204410,149927,2850516,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2026.38,35660,17.83,0,204410,149925,2850513,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1890.0,33260,16.63,0,204410,149966,2856829,,
Fort Gillem,2018-04-25,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2007.06,35320,17.66,0,204410,150190,2856834,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,1938.87,34120,17.06,0,204410,149922,2850510,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2192.31,38580,19.29,0,204410,149936,2850528,,
Fort Gillem,2018-04-18,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2013.88,35440,17.72,0,204410,149924,2850512,,
Fort Gillem,2018-04-23,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2176.4,38300,19.15,0,204410,149964,2856827,,
Fort Gillem,2018-04-19,11,[ 11 ]  OLD CORRUGATED CONTAINERS,2111.62,37160,18.58,0,204410,149923,2850511,,
