PassengerId,Survived,Adult_No,Adult_Yes,Age,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_Z,Embarked_C,Embarked_Q,Embarked_S,FamilySize,Fare,IsMale,IsMother,Pclass_1,Pclass_2,Pclass_3,Title_lady,Title_master,Title_miss,Title_mr,Title_mrs,Title_officer,Title_sir
212,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,1,21.0,0,0,0,1,0,0,0,1,0,0,0,0
213,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
214,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
215,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,2,7.75,1,0,0,0,1,0,0,0,1,0,0,0
216,1,0,1,31.0,0,0,0,1,0,0,0,0,1,0,0,2,113.275,0,0,1,0,0,0,0,1,0,0,0,0
217,1,0,1,27.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,0,0,0,0,1,0,0,1,0,0,0,0
218,0,0,1,42.0,0,0,0,0,0,0,0,1,0,0,1,2,27.0,1,0,0,1,0,0,0,0,1,0,0,0
219,1,0,1,32.0,0,0,0,1,0,0,0,0,1,0,0,1,76.2917,0,0,1,0,0,0,0,1,0,0,0,0
220,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
221,1,1,0,16.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
222,0,0,1,27.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
223,0,0,1,51.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
224,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
225,1,0,1,38.0,0,0,1,0,0,0,0,0,0,0,1,2,90.0,1,0,1,0,0,0,0,0,1,0,0,0
226,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,9.35,1,0,0,0,1,0,0,0,1,0,0,0
227,1,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
228,0,0,1,20.5,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
229,0,0,1,18.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
230,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,5,25.4667,0,0,0,0,1,0,0,1,0,0,0,0
231,1,0,1,35.0,0,0,1,0,0,0,0,0,0,0,1,2,83.475,0,0,1,0,0,0,0,0,0,1,0,0
232,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.775,1,0,0,0,1,0,0,0,1,0,0,0
233,0,0,1,59.0,0,0,0,0,0,0,0,1,0,0,1,1,13.5,1,0,0,1,0,0,0,0,1,0,0,0
234,1,1,0,5.0,0,0,0,0,0,0,0,1,0,0,1,7,31.3875,0,0,0,0,1,0,0,1,0,0,0,0
235,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
236,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.55,0,0,0,0,1,0,0,1,0,0,0,0
237,0,0,1,44.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,1,0,0,1,0,0,0,0,1,0,0,0
238,1,1,0,8.0,0,0,0,0,0,0,0,1,0,0,1,3,26.25,0,0,0,1,0,0,0,1,0,0,0,0
239,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
240,0,0,1,33.0,0,0,0,0,0,0,0,1,0,0,1,1,12.275,1,0,0,1,0,0,0,0,1,0,0,0
241,0,0,1,22.0,0,0,0,0,0,0,0,1,1,0,0,2,14.4542,0,0,0,0,1,0,0,1,0,0,0,0
242,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,2,15.5,0,0,0,0,1,0,0,1,0,0,0,0
243,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
244,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.125,1,0,0,0,1,0,0,0,1,0,0,0
245,0,0,1,30.0,0,0,0,0,0,0,0,1,1,0,0,1,7.225,1,0,0,0,1,0,0,0,1,0,0,0
246,0,0,1,44.0,0,0,1,0,0,0,0,0,0,1,0,3,90.0,1,0,1,0,0,0,0,0,0,0,1,0
247,0,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,1,7.775,0,0,0,0,1,0,0,1,0,0,0,0
248,1,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,3,14.5,0,1,0,1,0,0,0,0,0,1,0,0
249,1,0,1,37.0,0,0,0,1,0,0,0,0,0,0,1,3,52.5542,1,0,1,0,0,0,0,0,1,0,0,0
250,0,0,1,54.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,1,0,0,1,0,0,0,0,0,0,0,1
251,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
252,0,0,1,29.0,0,0,0,0,0,0,1,0,0,0,1,3,10.4625,0,1,0,0,1,0,0,0,0,1,0,0
253,0,0,1,62.0,0,0,1,0,0,0,0,0,0,0,1,1,26.55,1,0,1,0,0,0,0,0,1,0,0,0
254,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,2,16.1,1,0,0,0,1,0,0,0,1,0,0,0
255,0,0,1,41.0,0,0,0,0,0,0,0,1,0,0,1,3,20.2125,0,1,0,0,1,0,0,0,0,1,0,0
256,1,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,3,15.2458,0,1,0,0,1,0,0,0,0,1,0,0
257,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,1,79.2,0,0,1,0,0,0,0,0,0,1,0,0
258,1,0,1,30.0,0,1,0,0,0,0,0,0,0,0,1,1,86.5,0,0,1,0,0,0,0,1,0,0,0,0
259,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,1,512.3292,0,0,1,0,0,0,0,1,0,0,0,0
260,1,0,1,50.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,1,0,1,0,0,0,0,0,1,0,0
261,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
262,1,1,0,3.0,0,0,0,0,0,0,0,1,0,0,1,7,31.3875,1,0,0,0,1,0,1,0,0,0,0,0
263,0,0,1,52.0,0,0,0,0,1,0,0,0,0,0,1,3,79.65,1,0,1,0,0,0,0,0,1,0,0,0
264,0,0,1,40.0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,1,0,1,0,0,0,0,0,1,0,0,0
265,0,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
266,0,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,1,0,0,0
267,0,1,0,16.0,0,0,0,0,0,0,0,1,0,0,1,6,39.6875,1,0,0,0,1,0,0,0,1,0,0,0
268,1,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,2,7.775,1,0,0,0,1,0,0,0,1,0,0,0
269,1,0,1,58.0,0,0,1,0,0,0,0,0,0,0,1,2,153.4625,0,1,1,0,0,0,0,0,0,1,0,0
270,1,0,1,35.0,0,0,1,0,0,0,0,0,0,0,1,1,135.6333,0,0,1,0,0,0,0,1,0,0,0,0
271,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,31.0,1,0,1,0,0,0,0,0,1,0,0,0
272,1,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0
273,1,0,1,41.0,0,0,0,0,0,0,0,1,0,0,1,2,19.5,0,1,0,1,0,0,0,0,0,1,0,0
274,0,0,1,37.0,0,0,1,0,0,0,0,0,1,0,0,2,29.7,1,0,1,0,0,0,0,0,1,0,0,0
275,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
276,1,0,1,63.0,0,0,0,1,0,0,0,0,0,0,1,2,77.9583,0,0,1,0,0,0,0,1,0,0,0,0
277,0,0,1,45.0,0,0,0,0,0,0,0,1,0,0,1,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
278,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0
279,0,1,0,7.0,0,0,0,0,0,0,0,1,0,1,0,6,29.125,1,0,0,0,1,0,1,0,0,0,0,0
280,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,3,20.25,0,1,0,0,1,0,0,0,0,1,0,0
281,0,0,1,65.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
282,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8542,1,0,0,0,1,0,0,0,1,0,0,0
283,0,1,0,16.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5,1,0,0,0,1,0,0,0,1,0,0,0
284,1,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
285,0,0,1,29.0,1,0,0,0,0,0,0,0,0,0,1,1,26.0,1,0,1,0,0,0,0,0,1,0,0,0
286,0,0,1,33.0,0,0,0,0,0,0,0,1,1,0,0,1,8.6625,1,0,0,0,1,0,0,0,1,0,0,0
287,1,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5,1,0,0,0,1,0,0,0,1,0,0,0
288,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
289,1,0,1,42.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
290,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
291,1,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,78.85,0,0,1,0,0,0,0,1,0,0,0,0
292,1,0,1,19.0,0,1,0,0,0,0,0,0,1,0,0,2,91.0792,0,0,1,0,0,0,0,0,0,1,0,0
293,0,0,1,36.0,0,0,0,1,0,0,0,0,1,0,0,1,12.875,1,0,0,1,0,0,0,0,1,0,0,0
294,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,1,8.85,0,0,0,0,1,0,0,1,0,0,0,0
295,0,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
296,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,27.7208,1,0,1,0,0,0,0,0,1,0,0,0
297,0,0,1,23.5,0,0,0,0,0,0,0,1,1,0,0,1,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
298,0,1,0,2.0,0,0,1,0,0,0,0,0,0,0,1,4,151.55,0,0,1,0,0,0,0,1,0,0,0,0
299,1,0,1,29.0,0,0,1,0,0,0,0,0,0,0,1,1,30.5,1,0,1,0,0,0,0,0,1,0,0,0
300,1,0,1,50.0,0,1,0,0,0,0,0,0,1,0,0,2,247.5208,0,1,1,0,0,0,0,0,0,1,0,0
301,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
302,1,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,3,23.25,1,0,0,0,1,0,0,0,1,0,0,0
303,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0
304,1,0,1,22.0,0,0,0,0,1,0,0,0,0,1,0,1,12.35,0,0,0,1,0,0,0,1,0,0,0,0
305,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
306,1,1,0,0.92,0,0,1,0,0,0,0,0,0,0,1,4,151.55,1,0,1,0,0,0,1,0,0,0,0,0
307,1,0,1,22.0,0,0,0,0,0,0,0,1,1,0,0,1,110.8833,0,0,1,0,0,0,0,1,0,0,0,0
308,1,1,0,17.0,0,0,1,0,0,0,0,0,1,0,0,2,108.9,0,0,1,0,0,0,0,0,0,1,0,0
309,0,0,1,30.0,0,0,0,0,0,0,0,1,1,0,0,2,24.0,1,0,0,1,0,0,0,0,1,0,0,0
310,1,0,1,30.0,0,0,0,0,1,0,0,0,1,0,0,1,56.9292,0,0,1,0,0,0,0,1,0,0,0,0
311,1,0,1,24.0,0,0,1,0,0,0,0,0,1,0,0,1,83.1583,0,0,1,0,0,0,0,1,0,0,0,0
312,1,0,1,18.0,0,1,0,0,0,0,0,0,1,0,0,5,262.375,0,0,1,0,0,0,0,1,0,0,0,0
313,0,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,3,26.0,0,1,0,1,0,0,0,0,0,1,0,0
314,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
315,0,0,1,43.0,0,0,0,0,0,0,0,1,0,0,1,3,26.25,1,0,0,1,0,0,0,0,1,0,0,0
316,1,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8542,0,0,0,0,1,0,0,1,0,0,0,0
317,1,0,1,24.0,0,0,0,0,0,0,0,1,0,0,1,2,26.0,0,0,0,1,0,0,0,0,0,1,0,0
318,0,0,1,54.0,0,0,0,0,0,0,0,1,0,0,1,1,14.0,1,0,0,1,0,0,0,0,0,0,1,0
319,1,0,1,31.0,0,0,1,0,0,0,0,0,0,0,1,3,164.8667,0,0,1,0,0,0,0,1,0,0,0,0
320,1,0,1,40.0,0,0,0,0,1,0,0,0,1,0,0,3,134.5,0,1,1,0,0,0,0,0,0,1,0,0
321,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
322,0,0,1,27.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
323,1,0,1,30.0,0,0,0,0,0,0,0,1,0,1,0,1,12.35,0,0,0,1,0,0,0,1,0,0,0,0
324,1,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,3,29.0,0,1,0,1,0,0,0,0,0,1,0,0
325,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,11,69.55,1,0,0,0,1,0,0,0,1,0,0,0
326,1,0,1,36.0,0,0,1,0,0,0,0,0,1,0,0,1,135.6333,0,0,1,0,0,0,0,1,0,0,0,0
327,0,0,1,61.0,0,0,0,0,0,0,0,1,0,0,1,1,6.2375,1,0,0,0,1,0,0,0,1,0,0,0
328,1,0,1,36.0,0,0,0,1,0,0,0,0,0,0,1,1,13.0,0,0,0,1,0,0,0,0,0,1,0,0
329,1,0,1,31.0,0,0,0,0,0,0,0,1,0,0,1,3,20.525,0,1,0,0,1,0,0,0,0,1,0,0
330,1,1,0,16.0,0,1,0,0,0,0,0,0,1,0,0,2,57.9792,0,0,1,0,0,0,0,1,0,0,0,0
331,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,3,23.25,0,0,0,0,1,0,0,1,0,0,0,0
332,0,0,1,45.5,0,0,1,0,0,0,0,0,0,0,1,1,28.5,1,0,1,0,0,0,0,0,1,0,0,0
333,0,0,1,38.0,0,0,1,0,0,0,0,0,0,0,1,2,153.4625,1,0,1,0,0,0,0,0,1,0,0,0
334,0,1,0,16.0,0,0,0,0,0,0,0,1,0,0,1,3,18.0,1,0,0,0,1,0,0,0,1,0,0,0
335,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,2,133.65,0,0,1,0,0,0,0,0,0,1,0,0
336,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
337,0,0,1,29.0,0,0,1,0,0,0,0,0,0,0,1,2,66.6,1,0,1,0,0,0,0,0,1,0,0,0
338,1,0,1,41.0,0,0,0,0,1,0,0,0,1,0,0,1,134.5,0,0,1,0,0,0,0,1,0,0,0,0
339,1,0,1,45.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
340,0,0,1,45.0,0,0,0,0,0,0,0,1,0,0,1,1,35.5,1,0,1,0,0,0,0,0,1,0,0,0
341,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,3,26.0,1,0,0,1,0,0,1,0,0,0,0,0
342,1,0,1,24.0,0,0,1,0,0,0,0,0,0,0,1,6,263.0,0,0,1,0,0,0,0,1,0,0,0,0
343,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
344,0,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
345,0,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
346,1,0,1,24.0,0,0,0,0,0,1,0,0,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
347,1,0,1,40.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
348,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,2,16.1,0,0,0,0,1,0,0,0,0,1,0,0
349,1,1,0,3.0,0,0,0,0,0,0,0,1,0,0,1,3,15.9,1,0,0,0,1,0,1,0,0,0,0,0
350,0,0,1,42.0,0,0,0,0,0,0,0,1,0,0,1,1,8.6625,1,0,0,0,1,0,0,0,1,0,0,0
351,0,0,1,23.0,0,0,0,0,0,0,0,1,0,0,1,1,9.225,1,0,0,0,1,0,0,0,1,0,0,0
352,0,0,1,29.0,0,0,1,0,0,0,0,0,0,0,1,1,35.0,1,0,1,0,0,0,0,0,1,0,0,0
353,0,1,0,15.0,0,0,0,0,0,0,0,1,1,0,0,3,7.2292,1,0,0,0,1,0,0,0,1,0,0,0
354,0,0,1,25.0,0,0,0,0,0,0,0,1,0,0,1,2,17.8,1,0,0,0,1,0,0,0,1,0,0,0
355,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.225,1,0,0,0,1,0,0,0,1,0,0,0
356,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,9.5,1,0,0,0,1,0,0,0,1,0,0,0
357,1,0,1,22.0,0,0,0,0,1,0,0,0,0,0,1,2,55.0,0,0,1,0,0,0,0,1,0,0,0,0
358,0,0,1,38.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
359,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.8792,0,0,0,0,1,0,0,1,0,0,0,0
360,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.8792,0,0,0,0,1,0,0,1,0,0,0,0
361,0,0,1,40.0,0,0,0,0,0,0,0,1,0,0,1,6,27.9,1,0,0,0,1,0,0,0,1,0,0,0
362,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,2,27.7208,1,0,0,1,0,0,0,0,1,0,0,0
363,0,0,1,45.0,0,0,0,0,0,0,0,1,1,0,0,2,14.4542,0,1,0,0,1,0,0,0,0,1,0,0
364,0,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,1,7.05,1,0,0,0,1,0,0,0,1,0,0,0
365,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,2,15.5,1,0,0,0,1,0,0,0,1,0,0,0
366,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,1,0,0,0,1,0,0,0,1,0,0,0
367,1,0,1,60.0,0,0,0,1,0,0,0,0,1,0,0,2,75.25,0,0,1,0,0,0,0,0,0,1,0,0
368,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,1,7.2292,0,0,0,0,1,0,0,0,0,1,0,0
369,1,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,7.75,0,0,0,0,1,0,0,1,0,0,0,0
370,1,0,1,24.0,0,1,0,0,0,0,0,0,1,0,0,1,69.3,0,0,1,0,0,0,0,0,0,1,0,0
371,1,0,1,25.0,0,0,0,0,1,0,0,0,1,0,0,2,55.4417,1,0,1,0,0,0,0,0,1,0,0,0
372,0,0,1,18.0,0,0,0,0,0,0,0,1,0,0,1,2,6.4958,1,0,0,0,1,0,0,0,1,0,0,0
373,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
374,0,0,1,22.0,0,0,0,0,0,0,0,1,1,0,0,1,135.6333,1,0,1,0,0,0,0,0,1,0,0,0
375,0,1,0,3.0,0,0,0,0,0,0,0,1,0,0,1,5,21.075,0,0,0,0,1,0,0,1,0,0,0,0
376,1,0,1,35.0,0,0,0,0,0,0,0,1,1,0,0,2,82.1708,0,0,1,0,0,0,0,0,0,1,0,0
377,1,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.25,0,0,0,0,1,0,0,1,0,0,0,0
378,0,0,1,27.0,0,0,1,0,0,0,0,0,1,0,0,3,211.5,1,0,1,0,0,0,0,0,1,0,0,0
379,0,0,1,20.0,0,0,0,0,0,0,0,1,1,0,0,1,4.0125,1,0,0,0,1,0,0,0,1,0,0,0
380,0,0,1,19.0,0,0,0,0,0,0,0,1,0,0,1,1,7.775,1,0,0,0,1,0,0,0,1,0,0,0
381,1,0,1,42.0,0,0,0,0,0,0,0,1,1,0,0,1,227.525,0,0,1,0,0,0,0,1,0,0,0,0
382,1,1,0,1.0,0,0,0,0,0,0,0,1,1,0,0,3,15.7417,0,0,0,0,1,0,0,1,0,0,0,0
383,0,0,1,32.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
384,1,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,2,52.0,0,0,1,0,0,0,0,0,0,1,0,0
385,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
386,0,0,1,18.0,0,0,0,0,0,0,0,1,0,0,1,1,73.5,1,0,0,1,0,0,0,0,1,0,0,0
387,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,1,8,46.9,1,0,0,0,1,0,1,0,0,0,0,0
388,1,0,1,36.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,0,0,0,1,0,0,0,1,0,0,0,0
389,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,7.7292,1,0,0,0,1,0,0,0,1,0,0,0
390,1,1,0,17.0,0,0,0,0,0,0,0,1,1,0,0,1,12.0,0,0,0,1,0,0,0,1,0,0,0,0
391,1,0,1,36.0,0,1,0,0,0,0,0,0,0,0,1,4,120.0,1,0,1,0,0,0,0,0,1,0,0,0
392,1,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,7.7958,1,0,0,0,1,0,0,0,1,0,0,0
393,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,3,7.925,1,0,0,0,1,0,0,0,1,0,0,0
394,1,0,1,23.0,0,0,0,1,0,0,0,0,1,0,0,2,113.275,0,0,1,0,0,0,0,1,0,0,0,0
395,1,0,1,24.0,0,0,0,0,0,0,1,0,0,0,1,3,16.7,0,1,0,0,1,0,0,0,0,1,0,0
396,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,1,7.7958,1,0,0,0,1,0,0,0,1,0,0,0
397,0,0,1,31.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8542,0,0,0,0,1,0,0,1,0,0,0,0
398,0,0,1,46.0,0,0,0,0,0,0,0,1,0,0,1,1,26.0,1,0,0,1,0,0,0,0,1,0,0,0
399,0,0,1,23.0,0,0,0,0,0,0,0,1,0,0,1,1,10.5,1,0,0,1,0,0,0,0,0,0,1,0
400,1,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,1,12.65,0,0,0,1,0,0,0,0,0,1,0,0
401,1,0,1,39.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
402,0,0,1,26.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0
403,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,2,9.825,0,0,0,0,1,0,0,1,0,0,0,0
404,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,2,15.85,1,0,0,0,1,0,0,0,1,0,0,0
405,0,0,1,20.0,0,0,0,0,0,0,0,1,0,0,1,1,8.6625,0,0,0,0,1,0,0,1,0,0,0,0
406,0,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,2,21.0,1,0,0,1,0,0,0,0,1,0,0,0
407,0,0,1,51.0,0,0,0,0,0,0,0,1,0,0,1,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0
408,1,1,0,3.0,0,0,0,0,0,0,0,1,0,0,1,3,18.75,1,0,0,1,0,0,1,0,0,0,0,0
409,0,0,1,21.0,0,0,0,0,0,0,0,1,0,0,1,1,7.775,1,0,0,0,1,0,0,0,1,0,0,0
410,0,0,1,22.0,0,0,0,0,0,0,0,1,0,0,1,5,25.4667,0,0,0,0,1,0,0,1,0,0,0,0
411,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
412,0,0,1,29.0,0,0,0,0,0,0,0,1,0,1,0,1,6.8583,1,0,0,0,1,0,0,0,1,0,0,0
413,1,0,1,33.0,0,0,1,0,0,0,0,0,0,1,0,2,90.0,0,0,1,0,0,0,0,1,0,0,0,0
414,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1,0,0,1,0,0,0,0,1,0,0,0
415,1,0,1,44.0,0,0,0,0,0,0,0,1,0,0,1,1,7.925,1,0,0,0,1,0,0,0,1,0,0,0
416,0,0,1,35.0,0,0,0,0,0,0,0,1,0,0,1,1,8.05,0,0,0,0,1,0,0,0,0,1,0,0
417,1,0,1,34.0,0,0,0,0,0,0,0,1,0,0,1,3,32.5,0,1,0,1,0,0,0,0,0,1,0,0
418,1,0,1,18.0,0,0,0,0,0,0,0,1,0,0,1,3,13.0,0,0,0,1,0,0,0,1,0,0,0,0
419,0,0,1,30.0,0,0,0,0,0,0,0,1,0,0,1,1,13.0,1,0,0,1,0,0,0,0,1,0,0,0
420,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,1,3,24.15,0,0,0,0,1,0,0,1,0,0,0,0
421,0,0,1,29.0,0,0,0,0,0,0,0,1,1,0,0,1,7.8958,1,0,0,0,1,0,0,0,1,0,0,0
422,0,0,1,21.0,0,0,0,0,0,0,0,1,0,1,0,1,7.7333,1,0,0,0,1,0,0,0,1,0,0,0
423,0,0,1,29.0,0,0,0,0,0,0,0,1,0,0,1,1,7.875,1,0,0,0,1,0,0,0,1,0,0,0
424,0,0,1,28.0,0,0,0,0,0,0,0,1,0,0,1,3,14.4,0,1,0,0,1,0,0,0,0,1,0,0
425,0,0,1,18.0,0,0,0,0,0,0,0,1,0,0,1,3,20.2125,1,0,0,0,1,0,0,0,1,0,0,0
